uuid,date,review,rating
9854a67b-3cac-447d-bc8e-78bac4fe2b5c,2022-11-30 05:54:30,People Who Pick Up Rides And Cancel Them Half away There When I Been Waiting And Than Cancel It Is Not Fair Some Of Us Is On Our Way To Work I Even Wake Up Early To Avoid It But Drivers Still Pick up Rides Be Almost 7Mins Away After I Waited The Other 10mins Of The Ride Is Not Right Yall Need To Do Something About That send A Message Out To People Not Only Is It There Job And Time People Also Have Jobs And Time To I’m Not Sure How Much You Make Picking The Ride Up But I Know I Pay Almost $20 Everyday To Get To Work I Should Experience Better Than That If Anything I Love The App But The Drivers Have Been Testing Me The Last 3 Days Making Me Late To Work Because Other Drivers Want To Pick My Ride And Cancel It 5-10mins Later That’s Wasting My Time And They Should Not Accept Ride While Driving If They Know They Do not Want To Do It,2
5619c6fd-c3b8-455a-a169-e938083417b2,2023-09-05 04:42:42,"To be honest I am a truck driver I have spent 2 months on the road I was so stressed out exhausted at the same time couldn’t wait to go home but when I started communicating with him i felt like such a relief because throughout the whole months I was alone so long story short we had a great conversation talking about men things he was very professional the whole time,even though my accent is kinda heavy he still made me feel comfortable talking to him I wish most of the Uber drivers were like him 🫵🏾🫵🏾🫵🏾salute my guy haitianforlife🇭🇹",5
46faf97f-0224-4369-ac11-83fff06dc6b5,2022-12-03 16:51:00,When I’m in the United States the Uber is a very professional very pleasant very clean and swift with a lot of sense of urgency to their job but when I’m in the Dominican republic they’re rude obnoxious they steal as well as a false report and last week I was kidnapped by a Uber driver in the Dominican republic so when you’re in the United States I recommend this app very much but for those travelers especially in the Dominican republic I suggest that you stay away from the app,5
42d696f9-1373-40d2-874e-1f037f5cbc2b,2023-03-31 06:15:30,"Uber lets me drink till i cant stand and get home safe, wake up tip the driver a ton and go about my day in life of america where my car is home and i can get to my job cause I didn’t get a dui from the night befor, the uber personnel are always interesting people very talkative very very nice hard workers the ubr people each have their own story and characteristics that make them amazing definitely try uber give it a chance",5
c13a73d5-4a4b-43e9-912a-1870ffc8c0a0,2023-05-28 18:03:34,"I’m Lyft driver and my rate is 5 star and my accountTemporary on hold more than month and the send me email tell me will contact you very soon but no one contact with me and I try a lot of time to contact them but no way to reattach any one that very bad feeling  I recommend Uber app you can call costumer service easy and they care about driver more than Lyft ,Im Uber driver for 4 years and my account now 4.99 star because I do good job and im okey but I did that for new driver if you work with left you lose your account for no reason so don’t work with this company and for the company don’t put very thing on driver when you have very bad costumer support didn’t do them work .",1
5254bcf0-6367-4a9b-b790-69ebeb59cfd9,2022-09-21 23:56:15,Keep telling me I had a lot I had under 20 bags 24 pack water and 18 pack soda  keep rushing me n my son to get our bags talking about I got to go home he never help with any bags saying his back I’m on a cane with back n leg problems I still got my bags he keep say hurry up I got a doctors appointment at 7 at night so me and my son hurry up just for him to sit in the car for like 7 mins afterwards we got all our stuff why didn’t you pull off if you was rushing to go to doctors.,1
3d34b235-3f53-469e-b369-e309dbc7dbb0,2023-06-27 23:33:32,"I got off at Portland airport, call Uber go to my motel 26$ something , but end up got to the place that I have no idea where it was, looking down to the app show with completely different address , I think the app generated it by itself or else because most mistake people make when they’ve enter wrong either northbound or southbound , after correcting and find out the motel I want to get check in location was close to where whose get it wrong, so we have to get there anyway .then finally I get surprise with the bill almost double!….",1
9dd4e684-4093-45c2-ae32-a64ee82fe32a,2022-11-12 00:05:16,This app sooo irritating man like when we late to get in our ride they be soo quick to charge us yet i will literally call a Uber a whole hour before I have to go to work that is literally a 10 minutes away and I’m still late because they literally waitt all day to find a driver then when they find a driver they already be completing trips so I have to wait longer then they take they sweet time 😒 now sometimes I get good drivers but yall need to better manage yall app ah something cause ain’t no way,3
71c1b342-0005-4947-a6d1-dd86db75ec5c,2023-04-16 01:26:46,Delivered a message to my daughter for me because I was not able to make to her cheer competition in Las Vegas as I’m in Houston She called my daughter by her name and told her her daddy loves her and good luck 🍀..I know it felt good coming from a stranger in a place my 6year old has never been..I know she eased some of the nervousness..thank you timara ❤️(sorry if I misspelled your name!..never even took a Uber with her before because I’m in Houston BUT I HIGHLY RECOMMEND ⭐️⭐️⭐️⭐️⭐️⭐️,5
eb3a1916-841d-4417-b8ab-712fd3087d30,2022-12-03 18:32:05,"the past 2 days ubers stolen about 50-60 dollars from me, every time i requested a ride it would say no drivers available and tell me to try again later, yet they still charged my card and they refuse to send my money back, and when i request to have a conversation on the help section, they never respond to my messages, they're just repeating stealing money and not sending it back when i never even had a ride come out to me, ive sent countless proof and ive tried contacting support multiple times, DO NOT DOWNLOAD, THEY WILL START STEALING MONEY AND WONT REFUND IT AFTER A WHILE",1
f05823da-8757-450a-9c32-638f863a5e98,2023-08-21 02:33:16,i did not cancel- uber was not at my condo- so at 10:20 i had to get another ride- ——you do not find my condo- the day before Uber eats called me from 3900 on Bridgeport side of Park Ave- with my food from the Galaxy restaurant- then when i told him to cross  over to Fairfield- he said he could not- then I directed him - & he still drove past my condo & i watched him from the upstairs window—then he started walking up the hill from my condo- i did not cancel- you did not show up!,1
bd6b5a74-fd51-4548-b54f-8f504ce94836,2023-03-19 09:11:37,"This is a frequent event 
The first driver is very close 
But never arrives
No messages, excuses or explanations 
Just no show 
Until a second driver suddenly appears from the cloud 
And normally arrives after 5 to 15 min 
Also no explanations, because apparently they don’t know what happened to the first driver 

I opted out LYFT, because the first driver never showed up and also refused to give up on the trip 
Because the knew that the client will  call it off and will be charged with not waiting for the driver 

Hope this will not be the future of Uber 

I appreciate a feedback of this message 
Thanks 
Thomas",4
8f46da8e-9cc7-48c3-8396-aadee6feb856,2022-04-18 20:39:28,"The problem with Uber drivers is that they do not know where to go because your app is giving them all the wrong directions, also it’s very frustrating when you have to drive to work and take Uber and the drivers are getting lost trying to pick you up, Number 2, I can never enter a card number whenever I do, it keeps saying there’s a problem with your payment and it keeps rejecting all my credit/debit cards, I feel like it’s a scam just so Uber can use there credit nonsense as a way to steal all of our money, I’m done with this pathetic app, really it’s frustrating, everything about this app what’s me to destroy my phone So if you’re reading this, please fix the app Thank you",1
ce1eb9f4-9380-4b98-bc21-0a2407b6d8c9,2023-02-19 13:30:24,"This is my first solo Uber adventure, I am a truck driver by trade and most cases it is difficult to find ride or to costly to utilize taxi services, John my Uber driver was fantastic, not being familiar with the app or options I can utilize within the app John walked me through, taking his time to work with me so I understand what the app does an giving different options hat work best for me, h wa professional, courteous and very knowledgeable, thank you Uber and thank you John .",5
e4334945-7c92-4a35-a896-4a78792b306b,2022-02-01 15:41:50,This is the 3rd to 4th time I’ve taken Uber with an extra stop I stock at the grocery store today to pick up some milk after exiting the vehicle and entering a grocery store I witnessed my driver driving off and canceling the rest of my trip I indicated to him on multiple occasionsThat there was more stops to this trip I’ve also been charged the full amount for this Uber you guys really need to fix this I’m on the verge of canceling my subscription lift never does this,1
9ddc8ea5-5e2f-4041-b1e5-f946eb1d6dcb,2022-01-02 06:35:04,"Ordered food, after an hour and a half, gos has the driver there, contact Uber eats they cancel my order and tell me to call the driver myself, asked 30 plus times a simple why was it canceled and I received no response, I wanted to know why don’t order food again wait 2 hours and don’t get it, they would give no honest answer they blamed the restaurant and blamed the driver but would not contact them to find out what happened, an honest answer would have solved my issue but they were unwilling to investigate, I would not use Uber eats or recommend to anyone, there are many more delivery services with good customer service",1
98fe2ca0-74c4-4d0f-93fb-f5b650411bb6,2023-10-06 14:34:43,"I did ask him to drop me in the haram and he dropped me in a ofice to sale tickets and service I didn’t ask for and try to negotiate with me in a very empty and unsafe area with no one is there very far away from what I  asked for, I was so scared, and I end up of paying  a lot of money to those People e to make sure that   I’m safe place so he is taking  me to unsafe aria  and forcing me to get  their services otherwise I will get ll be in the middle of anywhere that I know very scary and bad experience",1
6964868d-18c7-4122-bf62-39eda86e1802,2023-04-17 22:25:40,Last night I was so tired i dropped my phone in my driver car without realizing it and got home when straight to sleep to wake up the next morning to a panic luckily I was fortunate enough to have been blessed wit an angel as my driver on my latest trip for after and hour of goin back and forth with Uber contact support (s/o to them) and an hour of waiting my driver called my coworker and dropped my phone off with in 15 minutes truly a life saver,5
0be57dce-0f31-4beb-94c4-9706888fa2a5,2023-10-09 01:06:47,I had Uber for years every time I had an issue they could never help me or resolve the issue the last straw was a couple of weeks ago I lost an expensive item that also had personal value as well due the fact that it was a gift from my wife they did nothing as expected but they were always willing to take my money just like during the pandemic when they took advantage of people jacking up their prices in a time where people had no choice I had spent so much money on Uber I will never use Uber again or recommend it to anyone,1
c4b2aaa2-af9e-4db7-a745-24e1ba3297ae,2021-11-15 05:05:28,Lately I have been having issues with I’m presuming the driver why would they tap and say I wasn’t wearing my mask when the moment they see you you have to have the mask on or you can’t get in yet they after ether not tipping or just because I get hit with a your not wearing your mask I need to be careful or I loose the only way I can get to work because of someone not getting a tip it’s ruff as it is 20$ for a 4 minute ride because I’m near a highway I have to get into a car they need to check into this it happens way to much if the driver feels like he doesn’t get the 5$ tip but 3$ crazy,3
a5d9ef71-5628-415b-a0cc-c6b20e4c0e72,2023-11-11 23:06:17,"I requested Uber package service and stole my packages, each package is valued at $120 and they are lost, I contacted Uber customer service and they only said they would contact the driver and communicate with me and then the driver would not respond and they would call me, I am frustrated as those packages must reach my customers and I cannot fail them, it is the first time I used package service as my car doesn't work and I get away with this, I have security video where it is clearly seen that the driver carries the packages in hand, you must take responsibility for this",1
8387ab2e-25c2-4a38-8f1b-5b7a02ead887,2023-08-18 09:31:54,My first time time to San Juan PR took a u we from the airport to our air bnb and couldn’t find the air bnb bryon in a silver Kia spot drove us around and didn’t want to leave us omg i finally told him to go ahead even though I knew he didn’t I just want to shout him out we found the Airbnb two hours later,5
b10b5269-1f2b-4b24-bfbd-f0b3f141627c,2023-09-22 23:47:12,Really nice n respectful n there was loyalty thanks for returning my daughters wallet u a lot of urbers drivers wouldn’t do that I drop my phone in the urber got off at my apartments n with in 10 seconds I knew my phone was in the urber I called them text them to let them know my phone was in there n he reply to me he can’t come back wow really n he was in sight of me smh but thank god there’s real urber drivers out there n I really appreciated it man,5
67c03a50-1589-483e-9efd-f92e3cfc4087,2023-04-17 15:23:46,Excellent method as I wrote on the title however when there is a demand or shortage of Uber driver 1st thing that Uber does is raise fare double last night no gas to be found issue at port of Everglades therefore so I parked at a gas station at 8:15pm Uber home $59 this morning at peak hours Uber to the gas station $22 my point I mention to the driver the money is given to the company not to the driver,5
8f6ac870-b145-4b07-8e79-342167542b3f,2023-10-31 12:00:39,"Outstanding I can say how much a enjoy his company and how safe I feel during the ride. The car was super clean and smells nice the driver have a very professional presentation him self he was very very patient with me I was in my way to the airport and I have to do 3 stops and he was a a very nice mood all the way. 
Recomiendo que viajen con este conductor es una persona muy profesional y agradable me dio la sensación que estaba segura y muy amigable y súper paciente con migo ya que tuve varios stops de camino al aeropuerto
Totalmente recomendado si carro muy limpio y un aroma agradable .",5
4bb2922a-c9ae-4465-80fc-b3ceef7f3a54,2023-07-01 01:47:39,"This is a point hard to fix cause living in the border line between Nassau county and NYC there’s a lot controversy and also differences in the price, by law NYC drivers doesn’t have to pick up passengers out of the town thing what is not been fixed for UBER, as a company is bad to offer to the passenger a driver when he doesn’t know where is the passenger’s destination, at least when is out of the fully right is not right for the drivers been in that position",3
15322bb5-5562-460a-aec6-59fc2f74e037,2022-09-17 03:06:16,My driver took an extra 20 min to get to me because she wanted to stop at the McDonald’s by my job they always have a long line it’s 11:30 at night my job is closed and I’m just a 20 year old female outside not to mention it took the app 20 min to find her gap 40 min then on top of that u get in the car and for a 22mile ride she’s literally eating the entire time didn’t say not 1 word was going 70 the speed limit is 55 she didn’t have a seat belt on or anything this isn’t even my first time with a bad driver,1
857a44ac-ebe8-4524-93a3-25bd15d69ba9,2023-06-03 16:12:24,"My first time using Uber was with Riyad,I was so nervous that I wouldn’t know what I was doing,but Riyad was so kind,so friendly,such a good driver…because of Riyad,I will not have to call unreputable Taxi companies who are nasty,unreliable,and many times,not safe drivers…thank you for employing Riyad,and I will now be a Uber customer,Thank you, Patti Chattman",5
3d00768d-e75e-40e7-a9df-2beaeb759db6,2023-01-07 05:00:41,Uhh best fives for the best I’ve ever tried blind to the site but the volume was right chillin through the night and it’s been like that on site good looks took a drive with Tiffany thank God she got me cause the cold was chillin through the streets… stay blessed Uber one way better than any other service around Peace God 🧢💙😇😅,5
abb49dc2-2594-489c-b05e-075d28a992e4,2021-12-17 23:49:53,"Personally Uber i really need you guys to do better with the route options idk if you need to don better in your GPS system or what but there is noooo reason why you are sending drivers the longest way possible just for money the point of Uber is to get to your destiny as quickly and efficient as possible, this week alone i caught an Uber to work and i know every way there is to my job and for some reason you guys like to give the driver the worst way possible very often, i had to tell a driver to not go that way because there’s always either traffic or construction and that’s very inconvenient and they went back and forth with me on what way to go and i feel that if the client is telling you to take a certain way it’s because they know where they are going. Now as i am writing this i am currently in my Uber i have been in this Uber for 26 min a ride that takes 15 min because Uber had the driver take the longest way ANDDD it’s map legit took it down a road that you can’t even turn onto, to get to my destination and it’s not the first time, so all and all Uber it’s self needs to work on that.",3
16034fde-816e-4b21-bb11-bf3bd7acf6f4,2023-07-16 04:31:04,I have had the worst experience with Uber then I have ever had with any app they connected my account with someone else’s and let that person continue to use my information off my account and blocked my account that I tried to create for the first time and won’t allow me to unblock it. They said they were going to unblock it and disconnect it and it would take up to 5 business days and I called after that time has passed I called 5-6 more times and got the same result with each and every person saying that it wasn’t summited before and that it would take 5-6 more days as well as me getting put on “top priority” and flagged as waiting over a month or more and my last call before tonight I was told it would take 72 hours and I waited 4 days and called late at night to give them more time for me to call and check the status of my account and him to say he’ll look into it which i agreed and then was explained I needed to be more patient which I have been more then happy to for the first 5 calls then I made sure they knew I filled out 5 claims 5-6 calls and waited over a month for him to say calm down and wait which I can honestly say I’m over it and view this as my worst experience ever…,1
89e5dcb9-f4e0-455e-91bf-3729d01328b4,2022-11-19 13:23:34,"I am a user of yours for years in the Dominican Republic and I ask you to intervene Dominican uber, illegal things are being done that go against their rules, the drivers leave the trips open so that the user pays a separate cancellation when one rides with them, they force you to pay another amount to the user or else they kidnap him and do not let you out and if you are going to pay with a card they will cancel the trip I have 4.92 with you and I think I will be one less user of your application",1
18c305d3-e601-4cda-a9aa-a688bbcd1b72,2023-08-13 16:32:35,We were picked up from MSY airport upon arrival Heidi communicated effectively I told her it was my daughter‘s birthday she immediately start playing birthday music to congratulate my daughter we had an amazing ride she was full of personality and very knowledgeable if you need a ride if you’re ever in new Orleans call Heidie,5
a43a7657-2ec3-421d-af01-2826f8a1c621,2023-03-18 00:31:02,"When the driver is playing head banging music the ride can be fast and bumpy
Our last driver played chill mellow music and drove carefully and slowly- and if course maybe it took a minute more but the tip was bugger because we got there with no stress or panic
Chill music =better ride",5
6ea0f125-c85c-4794-9386-9733beeb68de,2022-12-28 19:19:11,"Amazing driver, you are going to loose good people if they can’t make any $$$$, he has been a dependable driver for 5 years, & now has, wear , & tear on  vehicles is to much, plus insurance, sure hope we can get these people at the very least incentivize s like tires, oil change, or a raise, seems like to me we need to fix this before all the good hearted people sto driving!",5
36554eaf-fbac-41de-ae61-3235e49f0189,2023-10-23 16:03:06,"First off let me say UBER and the idea behind it is the BEST 
However the games management play with their customers and drivers is HORRIBLE 
the prices fluctuate by the minute 
As I am usually loyal to 1 company 
I find at times I have to check prices at LYFT 
when the price of a ride from UBER is $89 and I check LYFT at the same time and it’s $65 then I have a problem spending my hard earned money with UBER 
Next the amount they pass on to the driver is kind of unfair 
When they started UBER drivers got a lot more and as time goes on now they give the drivers even less
Can it just be CORPORATE GREED ?
I do realize the Airports and municipalities are probably getting 
Their hands into UBERs pockets 
Which is really a HIDDEN THEFT
by politics 
Really a hidden TAX
because ultimately the end user 
Pays it indirectly 
Oh well just saying my thoughts",1
ff461d40-b986-49f0-b141-b84e86a81cea,2022-10-14 16:39:49,I literally give up I am deleting the app from my phone it’s not even worth it to check anymore if you have to get somewhere in a certain amount of time do not choose Uber because it will lie to you and say a time that is half as much as the actual time it takes for your driver to get to you it is a complete lie just now it but I was waiting for my driver details he told me it would be four minutes to pick up when you connect me to a driver the driver was 14 minutes away there was just no reason not to mention the safety issues and the fact that they don’t screen or train their drivers as well as Lyft,2
760e40f4-75f8-4149-87ab-848641d772ff,2022-04-21 17:00:42,"Do not use Uber, Uber is not trustworthy, for starters there are always charges that have nothing to do with you the driver or the ride you scheduled or have taken, secondly they will charge you twice for the same ride and send you an automated response saying how they assure you they haven’t charged you twice total lie, because if you look at your bank statement it will reflect the two charges, third they will tell you the issue has been resolved and you should see a refund or a void charge within 3-5 business days complete lie, you can wait for months argue with your bank etc. and after months still no refund or voided charge, plus they have no customer service department, having no customer service department is completely unacceptable, they have no customer service because it’s there way of not dealing with customers, but they have customer service for the drivers, why because it is 100 percent there main goal to rip you off and take advantage of you as much as possible..",1
