uuid,date,review,rating
a9fd0412-27af-4cc8-bb1d-f2c5b34960fd,2022-03-11 20:57:08,When I first signed up I paid and there was nobody that I was interested in then I let the paid part expire every so often I would check the app and after having it for about two years I went to sign onAnd it said I was banned didn’t tell me why nothing no chance to appeal it I have no idea I have not messaged anybody and all of my photographs were 100% G rated so I don’t know why I was banned it seemsLike they would at least tell you what it is that you supposedly did.,1
9b76016d-dc5f-454b-b509-e6ce3f60b352,2022-07-28 05:33:41,"I was banned for no reason with no explanation and no possible way to even get in touch with any type of support to look into the issue, I know a plethora of people who are in the same boat as me, it seems they don’t have anyone looking into reports and deciding if they are legit or just a angry match so it’s just a matter of time before you inevitably get banned forever (as I’ve heard that people will report you if you don’t respond be sure to un-match with anyone right away if you plan on using this app for a while)",1
ac9d4cdd-8032-48ca-8959-dba07cff6d0d,2021-11-12 05:05:59,I tried to log in on my laptop and it just kept asking for codes over and over again even after i kept putting in the codes it was sending me and i tried logging in with my email thats on my tinder account and it wouldnt let me log in so i gave up and checked on my phone and it logged me out so i tried logging in again with the email and pass i had and it made me create an all new profile lost all my matches and likes im done im not starting over on this app,1
4a16429d-44db-44ce-b966-c372ef3976f1,2023-07-18 02:35:52,"I like to have friends hang out with people talk about life and what the future holds for us to be free happy enjoy life time is getting short to meet ladyAnd have have funI also like God he's important in life loveLove is important to meI like Tune, no no do you know who there is love?",5
ea94e619-e7f1-4b2b-9565-47616b380e1e,2022-09-26 21:47:12,"It used to be that you could get five super likes a day, and they changed it now to where you only get five per week, if you had a subscription before the changes were made live then nothing changed you got five per day but if you upgraded like me then you got reverted back to 5 per week, so if you pay more money then you get less features on an app that has already hiked their price significantly, if I could rate 0 stars I would",1
2caad918-b3af-47e7-91e4-fa6fabf5a734,2022-05-01 21:19:36,Thinking about deleting this app I won’t pay for the gold cause there’s no point in it you’d meet the same people but if I don’t pay for it I can’t even find the people that do like me it’s very annoying no point in wasting my time on an app that’s supposed to help you find someone but here I am almost a year of being on this app iv probably met like 2 people off here I can literally click through everyone and it tell me to go global because they won’t even let you find the people unless you pay for their subscription witch makes even downloading the app pointless,1
f1622b60-7c13-4a7c-933f-31fb3c6fc759,2022-11-19 13:28:30,"This app is basically just trying to profit off of the loneliness that most humans feel at certain points in their life, this app just wants your money, sooooo many useless features that are stupidly expensive but if you don’t buy them you’re getting no activity or matches (especially as a man) also they will ban you without notice but still make it so you pay your subscriptions, this app needs to be taken down and who ever made it needs to be stoned",1
f451e557-bf98-4bdd-a023-d2911abb3413,2021-11-23 00:55:45,"Tinder banned my account with the excuse of ""age restriction"" which does not make sense since I turn 19 in 3 months, I have written more than 10 emails I sent my id and they continue to do nothing, they only tell me that ""we continue working on Thank you for your patience “and it seems to me an abuse and a lot of coincidence that after almost a year using tinder I bought the platinum plan and they block me, it seems like a robbery!",1
fad49bbf-56c0-4d4b-88c0-98a81fa9cb95,2023-02-08 08:16:28,"Each time I try to send a message, it doesn’t deliver and comes out in red, I try to resend only to find out it has sent same messages numerous times, also if I try to delete it doesn’t delete which at times annoys as I don’t know if the recipient has responded 
Can we have optioned to undo messages if there was a typo or something 

Please fix bug",2
e15299fd-dd52-4161-b929-ad07066d7ac7,2022-07-31 15:50:19,"When tinder allows users to input a single letter for their name, allows users to upload the color black as their profile picture, inever bothers to mediate anyone’s fake names (“king” “good boy”,) and doesn’t have any software in place to sniff out overtly sexual bios, it will remain a cesspool of degenerates, fake accounts and potentially sexual predators. NOT TO MENTION: after Tammy report people some pink bar shows up and says oops something went wrong try again later",1
2542fb23-5b42-4faa-87b1-96640b3f595a,2023-02-06 17:09:06,Don’t even think about downloading this app or even paying for it The first time my account was banned for no reason at all And when I emailed them they did nothing about it but just tell you you’re account is banned permanently soo last time I tried to get my second account back because it was hacked and when I tried to log in I was banned I emailed them about and got the same result Your account will remained banned permanently after replying to the first email I replied again and it gave the same answer as before honestly these people don’t care about you they just want the money and there’s no customer service so take my warning and never download,1
c2e8386a-2e7e-405d-b92d-24ba721c387e,2023-08-01 19:54:14,Tinder was my very first dating app experience and I had it for a couple months and I had for the first time bought the tinder gold for more matches and as soon as I exited the app and went back on to it it said I was permanently banned for no apparent reason and I sent a email not too long ago and they spent the whole day to respond and basically told me no reason why I was banned and that no matter what I wouldn't be allowed back on the app if I could rate this app lower i most definitely would,5
0376463d-2319-4f84-974b-c16f9abd05cc,2023-04-10 15:11:33,After about more than 24 hours having it wanted me to do a verification to sign in and did the photo selfie pose identification process and was told that It was under review and than i had opened it again and It had gotten banned permanently with no warning or notification so I can’t ever use it again with no respeal I might know the reason why I could have gotten banned putting my snap chat profile on one of the photos but I don’t think that deserves a permanent ban at all,1
