uuid,date,review,rating
ef849bdf-21f5-4486-a364-39c65039b14d,2022-11-28 04:58:50,"Horrible app whether you’re using free or paying you will not be shown people who liked you, Additionally I can’t change my pictures on the app because apparently every picture i have on my phone is “the wrong dimensions” and it says I need to pick a video recorded on my phone and women are allowed to post bikini pics but I can’t upload a pic of me in the mirror without a shirt after a workout lol what an amazing double standard on an app that literally doesn’t work, 0/10 app don’t bother installing",1
9c1eee0f-49c8-423d-a095-bd5a9a5946e4,2022-09-04 04:50:48,"I think BUMBEL should allow your likes to stay longer then 24 hours because people have other things to do then to check a dating app when they’re involved with their business and work , i am a married man with a beautiful young lady I feel that you can have a BI SEXUAL app and couples looking for other couples THIS IS ABOUT MEETING PEOPLE, The queen bee from a hive has over 20 males ,hopefully you could add some other options on your dating site this is from a professional businessman and from a professional woman as a couple thank you .",3
b1ab5aa5-badb-47ce-b4b0-3d2aa96cae1d,2023-10-06 21:40:53,i decided to buy one month of bumble premium..for a whole week now i’ve been trying to contact bumble support about the issue of a “cancel subscription” button nowhere to be found(yes i’ve been to the appstore subscriptions and the apple id subscriptions like the internet says to do) i kid you not they’ll answer all my other emails that aren’t pertaining to the payment issue at hand with just a simple “thank you for contacting bumble” coming from someone who has never had an issue out of bumble im surprisingly upset this is going on,1
dd57561d-1be7-46a7-a0ef-d91aad97b2ee,2023-09-15 15:29:16,"UPDATE: I already messaged your Facebook and you told me I was permanently banned and no way of reversing it, for anyone who wants to use it you’ll get banned without proof or cause to show what you did, then if you try and fight it they’ll permanently ban it this app is the worst just go out in person it’s so much better and this app won’t give your money back either

Got permanently banned after no proof because 1 person reported me for no reason, definitely will not recommend this app to anyone and I paid for some features too so I didn’t even get a refund, ridiculous on how with like I said no proof of anything I did I got permanently banned",1
1d706cac-d3d2-4680-b366-f87e117a120e,2022-01-28 13:30:20,I join bumble again after being Catfish on bumble and then I just tried to do it again organically however I said something to a liberal what time conservative Republican Bumble decided to block me and to not let me read my messages or anything after my conservative Republican opinion that I left in a message that someone reported it’s $218 not really worth the time or effort go ahead and a girl at Barnes & Noble or Fresh Thyme instead of Bumble,1
207916ef-d2d8-49f2-ba98-48c2cfd6905f,2022-03-15 16:16:14,"This latest update is the worst—I loved that it used to separate those who were near me/in my required distanceand those who were outside my “distance requirements” were all below in a separate category

Now it’s all just jumbled together and I have to be careful about who I swipe on in my like folder because they could be in CA 🙄 and I know they still have categories like “near me” tabs but it was just convenient to have it all as one group..",2
91166bf4-e6c3-4f8f-84a9-e5f687cbf946,2023-06-07 06:16:12,"I just think bumble has to do a better job of verifying people… especially lately you’ll see profiles where there’s only one or two pictures almost nothing written on the profile- but it looks real and there’s nothing offensive, but
after one or two messages, you realize it’s  a fake profile or a scam -they want to talk on WhatsApp, and move way too fast and act like they’re already in love—

There’s gotta be a way to ask more information when someone signs up on this, think quality not quantity Bumble",2
a059c7c1-bc4f-4c0f-98e7-a64e050a1b88,2023-04-16 21:19:07,App is trash try’s to trick you into paying for vip so u can see who likes you or clicked yes on you then when u do pay for vip everyone that likes you magically disappears and you are left with 2 people who are bots that like you half the girls on the app are promoting their only fans others don’t even really use the app and the ones who do aren’t even real people just bots created by u guys to make people wanna buy vip to see who likes them..,1
6f19e1c9-5ed2-4c04-b67b-4ec43a1adfca,2022-07-27 22:08:14,"Before I just got banned from bumble,then I made a new bumble account,after it I paid for the subscription again it cost a lot of money for me,and u guys banned me again,I felt like u bumble scam me,why if u already banned me ,you keep letting me to made a new account and even offering a discount for monthly subscription after I subscribe you banned me and my money gone,please return my money bumble you said I against ur community but you against the fairness,you letting me in when you already knew I will got banned again,please help !",1
774054f6-ca69-449e-afe0-3d0e3de3f24f,2023-04-07 19:23:18,"Im giving this app a one star main reason being for my photos getting taken off due to supposedly inappropriate content when it’s just a full picture of my face, yet you have number of girls have pictures on their profile with bathing suits or sometimes even half naked I don’t understand what going with the development of this app but it’s happen to me multiple times to the point where my account gets banned for pictures of my face which make no sense",1
f4b57445-303f-42f2-96fa-2fb6f8f50e60,2022-07-08 18:50:38,I like the fact that even though my phone number changed because I have had so many stolden phones and the Mesa police waste everyone’s time and take all there property and kill god on earth for money that I can still get in to bumble now ungortuntly they are so snoopy and such pork and beans that they get in everyone’s private live still through e-mail I wonder if they was a way to have an app like proton mail where if you enter the password so many times wrong that it whips the hackers hard drive wouldn’t that be a concept. Oh never mind my husband Gerrard is working on that snoopy is cool but to be snoopy is not,4
2aacf8e7-e0af-4559-bc27-f6595d7b9df9,2023-10-05 09:43:53,I’ve done everything it said to do on the website for iPhones it was working fine and then I deleted the app because it was buggy and redownloaded it afterwards it wouldn’t give me the option to make a new account it gives me a list of options to login and when I use then it never allows me back into my old account or the app fix this issue a person should have the option to make a new account what’s the point if you get locked out of the old one because of a bug and can’t make a new one,1
78f4aecd-053c-40fb-bff3-8832cfc6bfaf,2021-12-04 22:54:20,It’s literally impossible to get a match with a girl and when you do they will never message you and if they do they are super super dry to the point were you just unmatch them because they’re a waste of time but i can’t even remember the last time I had a match on Bumble it’s been so long but I feel like a lot of the girls on Bumble delete the app but forget to delete the account so there’s a lot of dead profiles on bumble so if you’re swiping on profiles there most likely not even on Bumble anymore and it’s just really hard to communicate with people even if you buy premium it’s still hard,1
36f13bac-ed27-4986-8b4a-0e241c66014d,2023-01-28 00:03:24,"In the pass used to work like 5 years ago, now it filters you or just don’t show you, ALL ABOUT THE MONEY, even if my friend that i liked next to me on the table “to test the app”  and she liked me never showed the match, i canceled the subscription and magically it appears 5 possible matches on the “people that liked you” all of the sudden, so use the app why not but don’t waste your money, trust me i’ve spent a lot of money on it, and it is not about me don’t having matches, it is the waste of money and time, the algorithm is done so you don’t have matches and the cicle  starts again.",2
242b7f0e-e096-4d9f-b86c-75f3bcc43bac,2022-12-11 23:31:25,This is my second try at bumble and sure enough I’m noticing the same patterns I love the way the app is designed it makes it easier if you are compatible with someone but here is what I noticed both times I got bumble I had over ten likes obviously can’t see them because I’m not a premium member so I became a premium member both of the times after that not a single like I don’t know if they are bot at least they didn’t look like bots some verified some not but it’s has been a week since I became premium an not a single like very weird,3
8c52b093-fee7-416c-ace7-a6d4d6fd7362,2022-02-16 01:38:02,"Trying to cancel my subscription and can’t find it now it’s going to screw up everything for me because I am going to have to get a new debit card to stop them from charging me, I have only been on this for two days and I can’t move forward because they want me to pick a cause and I’m sure they are going to charge me for it, not to mention I was looking for a long term relationship and had men wanting friends with benefits, a dating site oh please it is a hook up site",1
b95fe7a7-14c9-4796-9702-413f8afad25a,2022-06-06 18:35:15,"First off the only way its ever worth paying for is if they offer it to you at 50% off bc idk who is paying 40 a month but thats insanity, but if you ever do get it I noticed that they have advanced filters you can add but really the only one that would probably be legitimately helpful is for height, just wondering when we are gona add the weight one, bc that would be worth 50 a month.",3
18ca2543-f0dc-4395-b405-913c869a74bf,2023-03-15 20:22:00,"In today’s climate, I am not advocating for division, but rather for comfortability , it’s very hard to find someone when the people that love you most are usually of your own ethnic background come in as a black man I’m just looking to find other beautiful, black women as well and it’s very hard, considering where I live that the majority is white .",4
24a3dbd2-1449-40d6-9a0e-d7f8ca49997d,2022-08-06 23:46:46,"The app is fine, you get to find friends, date and professional relationships as well, but the fact that I have to pay to see who alphas liked me, after seeing no one that I liked when I downloaded the app liked me back is very aggravating, knowing one person likes me and not knowing who it is, makes this a very bad blue ball to my face, I don’t know how you want to fix this, but it limits people on how they can achieve these goals because of a pay wall, it’s not worth it,",3
5739f381-dcec-449b-af89-4754802ac219,2022-05-12 04:06:49,I just downloaded this to find friends I haven’t had any matches accept for the match that I can’t see without payin In my opinion I think there should be a option to earn free points or gems to see who is a match w us for those who can’t pay :2 other then that I can’t give it more stars yet cause I’m not sure if there’s another way for me to unlock the person who matched w me and is in the lockable match bee timeline.,3
af3fc63f-6a86-410e-a19b-2dba247fafb8,2022-09-04 22:43:54,Hi I was really liking this app at first and I was even thinking about purchasing some of the things on the app but then not even two days from starting up my account I get blocked and it’s saying I was reported for promoting my social medias when I don’t have any even linked to my account I’ve read through all of the terms and conditions and I’m very sad that this can just happen for no reason I really want this fixed so that I can use the app and know that I’m not gonna get kicked off for no reason now I’m scared make a purchase with you guys because what if I do it and then get blocked when I have not done anything wrong my account is appropriate nothing harmful to others and the fact that I see a bunch of people doing drugs when I was sliding through my swipes and that’s bad behavior being allowed and I’m getting blocked for no reason I’m very mad about it I just really want my account back and an answer to why people are allowed to make false reports ruining other peoples experiences. please get back to me I just really wanna answer to why this can happen and why it’s happening to me i’m writing this as a review because it’s not allowing me to email you guys. even if I was to give my social media to one of my matches it’s my choice and normal to talk to someone outside of your app once you meet I’m not just putting it openly on my account.,1
69695562-c85d-4a79-aa6c-2c470c434caa,2022-06-18 02:28:42,I wish there was a way we can get free scroll back like watching an ad or something instead of having to buy it especially if you only wanna use it for one or two people like I don’t need it for a full week month or even a year I just want it for like one or two people Anyway you could create freeways to get some thing it would be greatly appreciated,4
5c82bd43-932c-47d2-aa8d-d3320cfca15f,2023-01-20 00:08:55,Probably one of the worst dating apps to use - super expensive and you get like 8 likes before you have to pay.. the interface is fine but the premise of woman making the first move doesn’t really work - I know it’s 2023 but trying to deviate away from gender norms doesn’t always have cut and dried results.. from what I can tell woman just don’t like making the first move 🤷‍♂️🤷‍♂️,2
fe560440-6619-4c30-9945-83023a895208,2022-06-21 05:27:14,"I’ve used this app for a bit and was getting plenty of matches and met a few people in person from the app, but about a two months ago I decided to pay for a month subscription and got no matches at all so I canceled the subscription and still wasn’t getting any matches, it went from more than a couple new people a day to no one, the exact day that I bought the subscription, I still get on almost every other day and swipe to the limit in hopes that it would be fixed but still a month has gone by and nothing.",2
573a9661-eb81-4190-a1d7-e4b9701f5d83,2023-05-30 12:08:40,"This I by far is better then tinder but my only problem with this app just like the other dating apps is the number of bots you really think is a real person, using real pictures and I really don’t know if the person is real or not maybe I’m the sucker that falls for it but I have definitely ran in to a few bots that really ruin the dating apps for me so I hope there some counter measures for this.",3
f4925579-9cef-4bb6-9690-245d3231dff2,2023-04-22 16:06:37,"though i like the user interface of bumble and i understand that they cant be identical to each other but regardless it is inferior to that of tinders i find it wayyyyy to easy to accidentally swipe on a profile while trying to scroll down it, and for someone who is t paying for the service and has a limited amount of swipes this becomes verrryyyy annoying, also why am i able to post a physique picture on tinder no problem but on bumble its taken down for sensitive content?? a little frustrating, also not a so much of a complaint but i simply prefer clicking through a profile at rapid pace like on tinder instead of slowly scrolling down",2
355f3594-5fa5-4661-9809-2e8ba3955713,2022-10-29 05:05:24,"😁So I was always tired of using bunch of apps like tinder, meet me😔 there was guys always looking for a hook up😒 But I had other plans at first I was like that in a second I just felt like I wanted to find someone you know🥺 but when I use the bumble I was kind of skeptical because I was like you know what bumble is gonna be the same thing like the other ones but to be honest it’s actually not🤔 I actually found my boyfriend who I’ve been dating for two years ever since I met him on bumble🥰 I truly recommend it to anybody who is just trying to find someone special because I just found out a couple of days ago his manager met his girlfriend on bumble so like that gotta mean something rightttt!!!",5
76291f96-3b64-42d6-85a3-567140aaf4ef,2022-01-11 16:18:51,"Is there a way you guys can show more profiles closer to where someone lives, for example I live on Long Island and the app only shows me 15 people then stretches all the way to the city and NJ and so far Can you add more places in New York for your travel mode, like towns.",4
ed9ddd6d-e688-4dec-99c2-0c994b2612e2,2022-02-25 15:24:08,Went upgrading your profile to premium there’s two different levels you upgrade to premium by requesting to reverse a left swipe that’s one way but they don’t give you the option to see your beeline or see who likes you which I think is very untrustworthy either there’s a glitch on my profile which I’ve sent a message three days ago with no reply or that’s how it set up and again that’s not good.,1
b77ed619-c207-482d-a315-668f27374ee8,2022-03-28 13:04:30,"The developer had made his own Bumble obsolete on older iPhones, but now has apparently fixed that problem so I’m back to testing if it’s really usable. 

Two major problems I see are 

1) the use of meaningless hieroglyphic icons that seem to randomly switch around on every page makes navigation very tedious and difficult; WHEN will developers learn to use text menus that we can just look at to see what they’re for, instead of having to experiment by clicking on every one to see if they do something useful or are what we’re looking for?  A single drop down text menu in the upper left corner where menus belong would be a massive improvement in usability, instead of scattering meaningless hieroglyphs randomly around the screen. 

2) poor contrast of light yellow-orangey text on white backgrounds in Setup areas makes certain operations slow and difficult. Not as bad as the use of meaningless icons, but still unnecessary. Suspect the developer isn’t using naive testers on a variety of devices like he should, but instead is probably developing on a Mac with a high contrast screen where his light-on-light text is discernible and where the use of meaningless hieroglyphics for navigation has long been standard practice—and the reason that I and many others loathe Apple products.",1
2516411e-a9ff-4370-90bb-b591d25bf3a1,2023-06-15 23:20:40,If you have someone whos not on on that day u wont ever be able to txt them the timer needs to be changed also the speed dating is fun but you have to sign up for it if everyone was able to just join it would be a lot more abundant you have more “no people in ur area” than anything,4
98877608-f9c6-446c-9ec8-ce9bb0c1e13e,2023-02-16 05:09:57,"Though, I do like how they verify the users and all, but however, they very strict on the verification, I’ve had this app for some time, and I’ve changed, and maybe look a little different… so they ask for a face photo I put it in and then they say it can’t be with the filter … so I upload it without a filter and it still says it’s not me and it gets really annoying because I’ve tried like 10 times and it still says the same thing it won’t let me access anything at all",2
3fba82c5-7685-44fc-9549-6ea92a264d9e,2022-02-14 05:39:01,"So I have been using bumble for a while now and I have talked to a few people and had some really nice Conversations and made a connection or two, but recently I have been matching with people and they will text first and I will reply with a normal reply nothing crazy or inappropriate and they just unmatch evertime so I’m not sure if it the person doing this or what but I’m half tempted to stop using the app all together because of this",2
70ef481f-1a99-4365-9aa9-a9de4ce44e3f,2022-04-25 15:45:10,"I literally took over 10 photos just to try to get verified and I’m now locked out of my account because of it, what kind of dating app won’t even let you set up an account after you linked your Instagram? It is beyond frustrating I think I got a match maybe two before I started have issues with the tec or stupidity involved in the process. I really don’t know what else to do besides taking a picture, ruining my order of picture that I took 10-20 minutes picking, and then take the save exact picture for the verification and then have to delete the first photo which shouldn’t be a thing when it comes to my account especially after I complained and wrote a report about it with a linked Instagram, I’m obviously the one it the picture so again the tec must be broken or beyond pickey whenever I try different lighting and everything I had a random email on the account as well, there is absolutely no reason to pay for anything on this app especially when they have people like me who can’t even make an account.",1
576ee02f-ca35-4308-b112-01a9e53166c6,2022-02-10 06:32:59,It’s a good app to find someone relationship wise or friends wise but I thinks it dumb it’s over priced or we have to pay in general just to see who likes us and we gotta pay just to talk to people it’s good app just over priced and should at least give us a 1 month free trial or something a little shorter I think,3
584d38ec-d9b4-452f-9b69-6037ad38cd53,2023-08-12 10:29:35,"First of all, it’s not possible to go through 800 men in a day 25% of them are holding a fish 25% of them are holding a fish and a beer another 15% or holding a whiskey 20% are old men holding the hand of a little girl as a result of a failed marriage with a younger woman who wanted children I had no idea how common that is.  I  purchased one week for 20 bucks and talked to one guy, but he was busy living with his mother and taking care of her. When I found out the guys weren’t paying that’s when I figured out why the selection was so poor don’t waste your time don’t waste your money one of the guys that works for me says it’s like shooting fish in a barrel and he’s a cute guy so this can work for like a 21-year-old kid trying to get laid but if you’re at 46-year-old business owner that’s actually attractive it’s not for you.",1
84b42418-cff9-43d6-ac7b-7f6ed702caff,2022-11-17 07:21:45,"Like you get like 5 swipe it feels like and the wait time to swipe again feels like ages I say more than 24 hours  I feel like bumble when down hill if you’re look for a app I say look at hinge I get better results than bumble 
(Bumble what happen you were on your A game and  like even with the ladies message first thing still was a good app but now it’s not worth using a free member).",1
a44a2662-3877-4678-814c-84e0f288e09a,2022-07-09 19:21:31,"Not a bad app it does work  
-
You can’t see who likes you anything unless you pay a unreasonable Amount I’ve matched with people but it’s difficult unless you pay 
You also have limited amount of likes so you have to wait n stuff plus my phots get taken down and they are cute photos nothing wrong with them lol",5
848ca494-3987-44f5-b199-ea0c350d8aa6,2023-04-23 19:20:31,"Having a time limit on your matches is only there as a paywall, first you have to match with someone, which is impossible because the app is flooded with fake or inactive profiles, and then you have to pray the person responds before bumble automatically deletes your conversation for no reason other than to make you pay , it’s a waste of time, just stick to tinder and hinge",1
e5378760-bf53-4e32-8f68-f287dfc9f3d4,2023-07-26 04:14:02,"I cannot have photos of myself wearing swim shorts on because of the “no shirt” problem in the policy, which is mild considering summer time is prime for swimsuit photos for men and women. I’ve seen women in bathing suits and worst of all, women clearly wearing no shirt and no bra on, but slightly covering up their “top parts” and yet they get to post and keep their photos. Many other problems with this app (bots, accounts having you add Snapchat to sell OnlyFans or “premium Snapchat” nudes, women who match and never message first when this app is made for them to talk first, etc…), but this problem makes it difficult for a guy to post benign photos when women can post almost anything they want.",2
869de52f-9ac9-4443-b24c-ebd2f486550b,2023-06-22 10:07:01,I had recently tried to switch my bumble mode back to date after some time on being on bumble BFF only for the bumble date to stop me from scrolling claiming that I “hit the end of the line for today” which doesn’t make sense since I only went through two profiles before it cut me off completely which isn’t anything new in my experience with this mode.,3
d9a295bd-5f8f-491c-8369-c16627afdd27,2022-12-07 01:26:07,"I was on what felt like every dating app 
But app after app, date after date they were all just creeps, leaving town in a few months, etc 
Had pretty much given up decided to try this app as my last try and first guy I met on this app Im now married too 😁I highly recommend this app to my friends all the time and hope it work for you too",5
a37ae4f0-aea6-4869-86ae-9ed4a5272ab7,2023-05-17 16:44:37,"I’ve used Bumble for multiple years now, w4w dating, and have found it to be severely lacking. It’s more full of bots, data miners, cybercrooks, catfishers, couples iso a unicorn, window licker losers that are just in the distal dating den iso a kick to make them feel excitement, and the rest of the nefarious & woman who never intend on coming out from behind the digital wall. Of the ones that make it to IRL, at best 1% aren’t frogs. To make it worth it I look at it as mining for precious metals and gems—gotta sift through a lot of dirt and run of the mill rocks, some of which polish up nicely, and when you find the rare gem enjoy it!! You’ll get pressured to trade numbers—Do NOT give your number out, nor call a digital stranger’s number bc there’s no such thing as a blocked/private number, and there’s more bad actors on here than not.",1
312cb547-1ad6-47b4-97a8-093efc3aa91f,2022-12-18 16:27:55,"This is way better than tinder in regards to customer service, app service, and how the app runs with tinder they are super greedy they took the free super like that you got like every 24-36 hours and they constantly delete people out of your system (I’m not talking 1-2 people I’m talking lost every single math I had)",4
f1554215-8c1b-42c9-bfcc-cc6a69a4165a,2023-10-14 06:42:18,"I’ve made 5 to 6 accounts on this app and they have blocked all of them and they don’t give a exclamation they just block you and I have came to the conclusion the reason why they’re blocking my accounts because I’m black and they say they don’t discriminate. Your company is racist and I know where they are and I’m going to sue because I don’t know why my accounts keep on getting deleted when I don’t say anything to nobody I just sit on there and then it’s like you guys don’t want my presence known in your guises app when I don’t say anything to hurt anybody or anything at all, you guys are racist and I’m going to sue you’ll be hearing from my attorneys.",1
3bbabbe7-4437-4d68-a9dc-f12d6b57f1ff,2022-09-01 06:07:02,"I’ve been on it for a little over a week now, uploaded my pics filled out the questionnaire the problem is it won’t take my pics and verify them and now I cannot get back in the app and there my freaking pictures of me, and there is no customer service what so ever I’ve emailed them more than 5 times for the past two days and have heard nothing back.",5
cddd66dc-8568-4fde-97d6-e754ae043d9b,2023-10-11 02:57:24,"I don’t understand I’m not an ugly human being I have high end professional photos that were shot on a camera in raw image format for more information and I edit all my pics to look amazing and beautiful, I make my bio funny and try to make it interesting as possible. I’ve had it with this app I’ve been endlessly swiping left and right and have tried going to the live speed dating and have been in the que for 45min and have had no matches to talk to in speed dating. It’s so frustrating to put so much thought and effort into an app and get no return on anything, and I remember the very rare occasion I did get a match they don’t start the convo so I extended it and they just let it go to waste, I’m just so tired of putting so much effort and time just to be freakin used like a con***",1
38859122-f336-40a6-af41-f77ba9b7c673,2023-04-27 03:20:16,"This app it’s safer than tinder but man this crap charge you for everything, you have to pay to send text or comments in the person’s photo, you have to pay to see who saw your profile you have to pay to buy super likes, you have to pay for premium but still even when you have premium you still have to pay for every single thing you want to do in the app.",4
0a9e1754-82ce-4d39-9d1e-34dafb9b9538,2022-01-30 00:24:04,"I was told I was banned for “violations” but funny thing is I was chastised by one match for “not being true to my race”, another match openly threaten to report me if I didn’t subscribe to her OnlyFans account, and another called me fake because I didn’t believe in “spoiling” a woman aka giving gifts and money. 

How can this app claim to be legitimate when women can openly blackmail men for money and stay on Bumble, yet a man has to walk on eggshells the entire time then has zero ability to protest their removal???

Any app that protects racists, scam artists, and abusers shouldn’t be supported.",1
2e17e18b-c061-453d-9484-f7cea29ac38a,2022-03-01 15:33:14,"I’ve noticed that bumble has removed so many old functions like the go back option and reaction to photos and super like option for no reason and have made everything pay to win, if you don’t buy anything from them odds are you are just wasting your time because they make everything stay behind a pay wall. Trash app if I could give it no stars i would but even apple forced me to be generous enough to give it one star, fix your app it was so great before but you developers ruined it for good, unlike in tinder yes you pay as well but you Atleast get a super like to use and you get the secret admirer every few days to guarantee a match. Bumble take notes because im going to make another review on this and it’s gonna be worse",1
01e8c909-3771-4f0f-954b-03e1dcc0bd22,2023-06-20 03:29:35,"It’s pretty obvious, everytime i write support about not getting much interaction, then and only then do they push my profile for the next two days or so… and only to fake profiles(those most likely to match but who don’t participate enough to follow through: and what an interesting pattern for Bumble to be on “Bumble! The one place you’ll meet all the women in the world who never follow through :D”)… around 6 years i’ve tried this app, it’s not for people who hope for “humane” relationships, just materialistic women pretending like that’s “sapiosexual” and “feminism”… and another thing, take a look at the executive leadership team of Bumble(google it), you can see majority white people and not a single person of the African diaspora.
People need to do something about the egregious ignorance of American corporations like Bumble and (also Apple for making this an “editor’s choice”). Bumble is literally the most unwoke app/endeavor in human history.",1
bb577713-02b0-43f8-8407-61ee077a7b2d,2023-02-10 18:25:11,"I’ve had others where we communicated outside and this has happened this one we weren’t but feel like bumble screwed up, was having an in depth discussion that just got cut and possible they ended it just feels very unlikely. Should offer a rechat option request for when the app screws up because was actually enjoying our conversation

Deceitful offerings, it pushes boost with less feature vs the premium and double charges when you switch to the correct sub.",3
f2d7a79c-fc41-4b67-a394-61f763110b99,2022-02-06 20:44:50,"For a dating app that targets on women making the first move, I like the idea, but women will not make the first move ever since they feel the guy should make it, yet they’re on a app where they are suppose to make the move and guys just watch the time go from 24hrs to 0 and auto unmatch. I live in a very popular city and having many attractive females around, I have noticed either all the accounts shown are old and inactive with the caption “dm me on ig” or along those lines, just shadow ban those accounts or something and leave the active accounts where people are actually trying to find someone to be with to match with each other. I recently deleted this app since I get maybe 1 like every 2 weeks and the matched girl will unmatch me or leave the timer to unmatch us, I’m not going to pay an outrageous amount to be noticed when the possibility of being seen by someone real and active on the app is low enough as is. Being buried under all the spam accounts is annoying, just add a feature where someone has to log on for a minimum amount of time to be shown to other people to possibly get a match.",2
