date,review,rating,isEdited,title,userName,developerResponse
2021-04-28 14:52:38,"I freaking love this app. My anxiety was starting to become bad again and I could feel myself falling into depression. I have some experience with meditation and mindfulness and it’s helped me in the past but I’ve never been able to stick with it for more than a couple of weeks at a time. Then one day while listening to Huberman’s podcast there was a month free trial and I decided to try it since I’ve always wanted to give this app a go anyway. WELL, let me tell you...this app is changing my life. I am proud to say I am on my 33rd day streak. I can feel myself overall being more present and aware throughout the day. Now, when I start to feel anxious I almost immediately catch myself and can begin using some of the tools and practice I’ve accumulated from headspace. I do want to add though, the key word is PRACTICE. Medication, like Andy says, is a skill and like any skill you must practice. By practicing enough, it does truly become second nature. I know it’s only been a month but I can already feel the difference and I am looking forward to the future. Thank you headspace team. P.S every little thing about this app is great. I especially love the different courses, the wake ups, the animation shorts, the sleepcasts, the focus music and yoga.",5,False,Grateful for headspace,Discosuperflame,
2021-10-26 21:43:24,"I truly enjoy using the headspace app, and after my free trial it was no question for me to buy the subscription. Others may say it is a little pricey, but the amount of features and genuine support included in this app is incredible. As someone who had to stop going to therapy appointments because of the cost, meditation has been a grounding practice for me, and this app really has a meditation for every scenario. I especially like the SOS section, where you can find small meditations for when you’re feeling burnt out or anxious. Another great feature is the sleep section, especially sleep casts. The calming stories really help me unwind, and there are new ones coming out all the time.

 The app interface itself is also very well designed, calming and minimal. I enjoy how you cannot browse the app while listening to a meditation or sleep cast as well — a subtle touch that reminds me to stay present!

I would definitely recommend this app (and also all the headspace podcasts) to someone who would like to let go of unwanted habits and build self kindness. If you are going to invest your money into anything self help related, a headspace subscription is definitely worth every penny. Thank you headspace team!",5,False,A perfect start on your healing journey,👍👍👍brave👍👍👍,
2023-09-05 14:03:37,"I’m in recovery & while I was in rehab they had a woman come in & teach a mindfulness meditation class. It was really helpful so when I left rehab I was looking for something to help me continue that practice. I had seen & used Headspace on Netflix so I decided to try out the app. I have used it every single day since I got it. It has been a crucial part of my recovery, giving me new coping skills & teaching me to be present in the moment. I was someone who thought meditation & all that stuff didn’t work. I am thrilled to say Headspace has proven me wrong. I just celebrated one year clean! 
I could go on & on about how great this app is & how much it has to offer because there is SO MUCH more to this app than meditation but I’ll leave it there. I HIGHLY recommend you try Headspace.
There are two small things I’d change about the app….
I’d love it if “Today’s Meditation” could be saved like other things can. Those are usually very helpful & something I’d like to be able to go back to.
Also the Sleepcasts. It would be great if you could fast forward. Sometimes I don’t want/need the wind down, I just want the story to start so I can fall asleep. Besides, there’s already a separate section for wind downs.",5,False,Worth every penny & then some,Hhdyhstshcjbotex,
2022-04-24 23:21:32,"I’m a long time paid subscriber and don’t plan on going anywhere else. However, at some point over the last year or so, this app has become absurdly difficult to navigate and find what I want. What used to be a simple and elegant interface and experience is no longer so. I don’t know if this is an attempt to encourage users to see more of what the app offers or what, but the result for me, a long time user (and not some technophobic grandfather) is frustration and wasted time. I still use the app daily, but please, consider simplifying it back to more the way it used to be, when there were more clearly organised sections for finding the meditation I want. You have some kind of impossible to meld with structure now. It’s terribly laid out with all kinds of weird and distracting subcategories and stuff I don’t care about. I just want to find various packs of guided meditations as I go from one to the next. The newer extras are nice and some great ideas, but the clutter is not. Thanks.

25 April 22 update
The app has been changed again and now I don’t see the option of continuing the series I’ve been doing in the opening page and have to click through to find it. There may be some improvements to what I was unhappy with before, but this new hindrance sort of canceled that for me.",3,False,Please simplify the app to how it used to be,pfoxsounds,"{'id': 29521178, 'body': ""Thank you for reaching out and sharing your feedback around the changes we have made. We are sorry for any frustration around this, but please know we value your feedback. If you haven't already, please send us a note to help@headspace.com and we'd be happy to chat further and offer some guidance on how to navigate some new areas of the app. Hope to hear from you!"", 'modified': '2022-05-03T00:09:19Z'}"
2021-05-21 18:12:26,"This app has been somewhat of a life saver for me. I’ve experienced a lot of trauma during my life, and a few years ago I came across this app or it came across to me via Instagram. I travel quite a bit and I love that I’m able to pick my environment of choice to meditate. I always thought meditation meant quieting your thoughts etc... but when I learned that it was part of being mindfulness and being present in the now it helped immensely in my day to day well being. When I did the anxiety course that really helped in so many ways because I thought you could get rid of it. But learning to become aware of it and being present with it, I felt it wasn’t so much of a burden. I’ve had trouble on and off sticking to it consistently but I’m trying it again. It’s nice to be able to have it there especially when I know how much of a positive impact it has had on my life. I am a parent and it’s something I want my child to learn and partake in so she has the necessary tools through out her early years to when she is grown up. This is worth every penny to maintain a healthy mindset and wellbeing. You’ll view the world and stress differently than you did before.",5,False,An amazing tool to have on the go wherever you are!!,Wild Lam,
2021-01-11 02:30:38,"So I’ve been using headspace for quite awhile now and personally I think it’s great! But the thing is since I don’t have premium, I have to keep on repeating the same old things like the rain day antiques sleepcast I’ve heard that sleep cast so many times and now I keep getting annoyed with it. That goes the same with the other sleep stuff too like the sleep music I’ve heard “doze” so many times I wake up like every 30 minutes or so. Also goes the same with the two free wind downs. The first time I used the free wind downs I fell asleep instantly the second time after that I couldn’t sleep for ten minutes. So after that, I wanted to do a free trial for the premium but I didn’t realize I was short on money. Since most people do a free trial for like a week or so they cancel there payment the day before the payment is due. So I tried doing that but it asked for but then I realized they need to know my payment information before doing my free trial. I think it was because they don’t know if I’m gonna cancel my payment or actually do the payment. So yeah, I think this app is amazing it just needs to either lower down the price by like 3-4$ or maybe add one or two me free sleepcasts and same goes to the wind downs, and music. Thank You.",5,False,Very good but expensive,FortnitePro#1,
2022-06-19 10:49:56,"I’ve used this app off and on for years, coming back to it when I needed guided meditation more. I have been extremely disappointed to see that as time has went on they have made their free selection thinner and thinner. It’s really sad to see an app that’s supposed to be for mental health, just trying to get more and more money out of its users. I used too love this app and used it very frequently at one time. Now I cannot even have a quick sleep guided breathing exercise or even the basic starter classes. I have commented on this before and it was deleted. Every comment where they do reply to this issue, they are just promoting their social media or trying to get people to participate in their free trial. Not yet have a seen them address why they have eliminated all free and accessible options on their app whatsoever. Many people who came to this app cannot afford a subscription like this just for guided audios. Me and many more, came to this app because we wanted free, quick, and stress-free mental relief. And do not have the time or money to pay for a class or anything along those lines. I am sure I am one of many who will now be forced to completely stop supporting this company because not only can I not afford $12 a month for some recordings, but I do not want to support someone who once cared about helping people with stress, on a budget, and now using the tool as a money rag.",1,False,Have decreased their free library more and more.,bayleelele,"{'id': 30458610, 'body': ""Thanks for your review, we're really sorry to hear that you're not satisfied with our recent updates. I will make sure to pass your feedback to the right ears. In the meantime, If you would like to discuss some pricing options that may work best for you, please send us a note at help@headspace.com. Also, we're still offering a free content outside of the app on social media channels like YouTube, Snapchat, and Instagram, plus our podcast Radio Headspace and our series on Netflix. We'll also continue to partner with K-12 organizations to provide educators with access at no cost in the US, UK, Australia, and Canada, as well as our Headspace of Teens program in the US."", 'modified': '2022-06-20T15:15:33Z'}"
2021-07-07 03:08:32,"THIS APP IS FOR THE STREETS! I have been through quite a bit of trials and tribulations lately. It has surely been a time where I knew it was necessary for my young son and myself to focus on spiritual and mental health and growth. I’ve only used this app for one day and have already been quite impressed with the ease of use and the instant peacefulness it allows to flow through me and my child. I have tried many mindful apps, this by far is the best, the most diverse, and absolutely worth upgrading and keeping beyond the free trial period. It is not only a way to invest in your relationship with yourself but also a way to invest in your relationship with your loved ones, your colleagues, and the outside world. I believe it aides to increase awareness of yourself and your reactions. The sessions are organized exquisitely, which allows you to find a fitting activity for the ambiance you wish to establish. It is tailored to fit all demographics, for children, for parents, for couples, for singles, nurses, sales execs, beauty bloggers, celebs, or snake wranglers. It’s an app that works your mind and body. The yoga flows were a bonus I was not expecting. Overall 10/10, I simply love it!",5,False,"Rapidly Fell In Love, It’s For Everybody",Barika L,
2021-06-09 05:06:38,"I give this app 5 stars because the build of this app, the contents of this app, the flow of this app is great. well done. Every app can be improved and this one needs work in some ways 1. the watch app: the only thing I every get on the watch app is a 1 minute ""breath mini"". the watch app is basically useless. Why can't I see my today screen on the watch and start my various mediations from the watch. the watch app gets 1 star. 2. Shortcuts: on the iphone I have setup a sleep schedule. On the ""good night"" screen I am given the option to run shortcuts. Headspace offers a few shortcuts that can be called from this screen. One is the nightly ""sleepcast"". the sleepcast is supposzed to be different every night. It is different on my today screen, but the shortcut always plays the ""Rainyday Antiques"". therefore the shortcut is useless. this part of the app gets 1 star. Lastly, the philosophy behind this app is mindlessness. It is taught as a universal fix for bringing the mind to a place of ease. As such it is a religious philosophy. I think they need to be more open about this and they need to state that the point of this is to alleviate suffering.

This app looks like they did version 1 then stopped before finishing the details.    Shortcuts must work for this app to be fully functional",3,False,A great app.  Needs work,Antiduplicity,
2021-01-15 15:44:26,"This is really helpful! The only reason I didn’t give a higher rating is because there’s a strong overlying tone of a sales pitch there. Which is unfortunate, because I think people would be able to see the value easier if there wasn’t a push for money after every meditation and for many of the things on the app people would want to explore. Kind of stalls progress of the meditation itself when you’ve just worked so hard to pull yourself back, only to be instantly asked for money right after. From a company stand point I also think it would be more beneficial to work on building value and then freely offering the option to see what monthly costs are and also show a detailed description of what’s involved with a paid membership. I know this has worked well financially for other services and I’ve seen increases in sales by simply looking at things from the customers perspective. And I feel like the customers perspective is a miss here :(
However quite and easy fix and overall this app is amazing! It not only teaches the basics of meditation, but teaches different techniques as well. This makes it good for beginners all the way to experts. I truly believe that the basis of this app is pure in intention and I can see what a help it is to many people who walk the path of life.",3,False,Great resource!,zigalellium,
2021-01-11 01:40:45,"I downloaded Headspace when it was free for health care workers in 2020. I was pregnant at the time and was under a lot of stress at my job. I started with the pregnancy course on the app. This was so amazing. First of all, Andy’s voice is incredibly calming. Then the pregnancy meditation helped me feel closer to baby. I was diagnosed with gestational diabetes, and when I was less stressed, my glucose was lower. This app helped me a ton with that. Then, when I went to my 29 week check up, I had just read a work email I was very upset about. The nurse took my blood pressure and it was high. They sent me to the hospital for monitoring. While I was there I practiced the meditation I had learned and was able to get my blood pressure down so I could go home! The meditations also helped me get through labor! Now that I had my baby, I’m still using this app because it just helps me find calm in my crazy world of being and full time working mom during a pandemic. If you are at all interested in meditation, you need this app. I promise it’s worth the money. When my free subscription is over, I’m paying for it! I never write app reviews, but I just want everyone to know how great Headspace truly is.",5,False,I can’t recommend this enough,MSUBSMPH,
2021-03-26 14:57:09,"In my abnormal psychology class we learned anxiety is not just a fight or flight response but instead can be a future oriented response. Abnormal anxiety usually is characterized by presenting when there is no real danger. Therefore when I lay down in bed to sleep and I start getting an increase heart rate, feel extremely hot and sometimes nauseous at the idea of future situations and work that I have yet to do, it’s abnormal. Even if many people experience this is is abnormal because there is no real threat just my brain over thinking future situations. Therefore on my quest to look for ways to relax my mind before bed I downloaded headspace. I usually listen to a guided meditation before bed. Followed I will set one of their sleep music for 60 minutes and lay down. I now am normally asleep before the sleep music stops. Even though in my class we talked more about biological and psychological treatments, I felt as though there might be an easier way for me to deal with this anxiety. Headspace has created a way for me to clear my head before bed allowing for more and a greater quality of sleep. I would suggest this app to anyone, not even for just sleeping. But as a way it relax.",5,False,The wonders of headspace,Sav.Dragan,
2021-05-06 13:04:13,"I signed up for my free trial in fall 2019, at the recommendation of a family member. I thought it was great, but wanted to shop around and see what all of the individual meditation apps had to offer, but Headspace is the clear winner. I signed up for an annual subscription (and I hardly ever do that). The general organization of the interface is great in its simplicity, because you can easily toggle between the app’s different features with the navigation on the bottom, and there’s only five options so it’s aesthetically pleasing to me. Speaking of aesthetics, the graphics shown while meditating are very uplifting, simple, and non-intimidating. I think apps like Calm that have the ability to show/do nature sounds are cool, but that feels like too many decisions as to what graphic to choose. The soft Australian accent that Andy has is very calming but feels more non-judgmental, like an old friend who’s just being your guide through the meditation. The daily video content pieces are cool, too. So far I’ve learned about how music affects the brain and about snake plants. This app leaves me feeling inspired and refreshed. 10/10. Great job, devs!",5,False,Tried several apps and this is the clear winner,Omfgitsheather,
2021-11-30 13:51:59,"I’ll be the first to say that I’m a big supporter of the original intent of headspace and it’s creator (not sure their name but the Australian person who was the voice on the original version of the app). I used the app a lot in 2018 then took my meditation practice further and no longer used the app. In 2021 I saw a subscription deal and recommended headspace to lots of friends and I also rejoined. The new app is just a confusing and an overwhelming mess of information and cross-branding. I opened it up today and see an advertisement for Arcade Fire’s playlist and dances moves form Lincoln Center? Sure that’s interesting but I don’t think it’s necessary for this app and this whole project to have such interference of information when actually trying to calm the mind. I’m sorry to say but the expansionist vision of headspace studios has lost the core of whatever is supposed to be happening here. There are tons of nuggets of goodness in here but you gotta dig and by that time you find what is useful, it’s just annoying and you’ve wasted time in your screen instead of meditating. Take yourself offline and away from your phone and find/create your own stillness. That doesn’t cost a monthly fee. I hope Headpace reads this - please tell your investors that the integrity of your project is at stake. Now it’s just another business in the wheels of the market.",1,False,Mindless space,Travis Hogan,
2023-03-10 15:56:53,"Today is day 5 of the worst week of my life. It has humbled me immensely and brought me back to the most important things in my life. One of which is meditation. 
Today, The Wake Up was about setting realistic and healthy goals for yourself, burnout, and more. The most important thing that I heard, however, was that the speaker themselves have a disability that impacts their work and goal setting. It made me tear up to hear about Amanda Morris’ perspective on running yourself down trying to meet expectations and lofty goals. “This is someone I trust to talk about this,” I thought. 
Headspace not only champions helpful and relevant information, it seems to champion diversity in the way that really matters: who, with the most real experience with this problem, can be trusted to be the face of this process as users work through it? I see how you put users needs and concerns first. It’s wonderful. It is bare minimum - but it is wonderful and should be said. 
This is an incredible app with an incredible goal. The people who work for Headspace have my heart. I hope to see more from Amanda Morris soon!!!!",5,False,This app saves my life daily,MeghanH02,
2021-08-15 10:45:45,"Headspace is honestly one of the best ""fall-asleep-quick"" apps out there, and I'm personally convinced it's the best. It's amazing, lets you keep track of your goal(s), and you can choose what type of audio you'd like to listen to! However, as the title states, we need more audios read by Darren. I, personally, believe Darren is one of the best story-readers there are, and he honestly makes me feel genuinely happy amd loved. Now, I know Darren has a life, as everyone does, but I believe there needs to be more sleep audios read by Darren. Currently, there's only 5(Five) audios read by him, and as someone who has attatchment issues, I'd enjoy more audios read by him. If it's (at all) possible, you could maybe also have every story-teller have their own versions of each audio, Darren included, and the listener could choose who they want to listen to. You could also do this same thing with the variations of the audios, making it so that the listener can choose which variation of the story they want to listen to! Other than having more Darren in Headspace, I believe Headspace is an amazing, awesome, and fantastic ""fall-asleep-quick"" apps in the world.",4,False,Amazing stories - Needs more Darren.,Clowen H.,
2022-02-06 15:13:00,"I started meditating in January 2021, I had never meditated a day in my life. I was suffering from a mind that would not stop, it was spinning out of control and sleep was non existent for me. My therapist suggested I try meditating to help still my mind and ground myself in reality. I did a quick google search and found this app. Fast forward a year + meditating 10-15 minutes every morning and I can honestly say my life is changed. Now I am connected with my mind and body in a way I never have been before. I have a greater understanding of my physical/emotional responses and am able to ground myself in reality and the present moment where as before this was one of my greatest struggles. For years I took 2 sleeping aids every night to try and help me sleep, I have completely stopped taking those and am getting better rest than I ever have in my life. This app has taught me how to still my mind and find a peace that I never knew existed in myself. Meditation has singly been the biggest transformational thing in my life. I am so grateful for Headspace and cannot recommend it enough!",5,False,New life,Anne Patrice,
2022-06-01 01:46:13,"Been using the app for over 4 years and recently they’ve made changes that made me want to review the app. They’ve taken features away that they use to have. For example, they’ve taken away the history I used to track my mediations and replaced it with a stupid message “Remember your run streak doesn’t reflect your growth” horrible.🙄 They taken away the little icon that lets you know if you’ve taken a course or class. So now you have to click into the course to see which ones you’ve taken. 

Primarily I think they’ve focus on content ( which it has been great, but recently it’s like they’re trying to hard.) I think they need to spend more time on app engineering. I’ve reached out expressing why you keep taking functionality away. I got a message that’s basically says here how you can delete the app and cancel your subscription. (Paraphrases)

I’ve used the app so long because I do like Andy’s mediations and has really helped me growth my mind and body. I just feel recent changes have made the app less enjoyably and like they’re trying to hard or something. I hope it improves but pretty disappointed in the direction the app is going.",3,False,Recently disappointed.,Sunnysidesounds,"{'id': 30127431, 'body': ""Thank you for your review. I'm really sorry that you're not satisfied with our recent updates, we'll be sure your feedback is heard. If you have any questions, please email our Support Team at help@headspace.com."", 'modified': '2022-06-02T15:22:53Z'}"
2021-12-12 18:16:53,"I absolutely love Headspace 💆🏽‍♀️. I bought anannual membership on Groupon last year and gladly renewed when that had expired. It has helped me to establish a daily meditation practice. Meditation is something I’ve wanted to do but I didn’t know whom or what to listen to, or didn’t have a consistent discipline a routine around it. I love that Headspace has multiple meditations you can choose from, and you control how long the meditation is from 1 minute up to 30 minutes if you want ! There are even meditation courses about focus, stress, productivity - all the reasons we should even be meditating in the first place! I love the daily tracker that shows how many days in a row you’ve meditated and the total amount of minutes that I’ve meditated- it definitely keeps me motivated to want to continue to do it. I’ve definitely noticed a shift in my behavior over the past year and in my mindset since I have been meditating. I am more calm and less irritable and things don’t bother me as much.I highly recommend this app!",5,False,Headspace has helped me to establish a daily meditation practice,islandgirlonafarm,
2021-07-09 16:53:58,"Truly I rarely subscribe to apps or trust their proclaimed effectiveness. But headspace has been shockingly life changing. My partner does the meditations and really loves them. He’s started meditating at least once a day and I think it’s improved both of our lives. He’s just been much more thoughtful and calm. I’ve been trying To incorporate them more into my life and they are lovely. I love all the specific programs. However my biggest take away from this app are their sleepcasts and wind down meditations for sleep. 

I have struggled with insomnia and falling asleep my entire life. I lay in bed for hours trying to fall asleep but cant stop my mind racing. Now with headspace I am out in 10 minutes or less. No joke. I’ve been using it every night for a month now and I’m just so astonished.

My one gripe with the app is it’s limited free content. The paid content is 100% worth it but I wasn’t convinced until my partner purchased it and I could explore what I was missing out on. But The free sleep cast that is offered(rain day antiques) is still one of my favorites.",5,False,Life changing,Booooooze,
2021-12-03 18:03:12,"As someone just getting started with meditating, I began with “Basics” and appreciated the functionality of selecting how much time  I can choose on a meditation session. After completing Basics, I didn’t see any direction on where to proceed next. There were a lot of courses that didn’t seem to apply to where I wanted to grow. After trying some courses here and there, I saw in the “Today” tab a video acknowledging they received feedback regarding how to navigate to the next group of sessions after Basics.  I started “Headspace 365” and the functionality of selecting the amount of time I had to meditate disappeared from the settings within each course.  Sessions are stuck at a little over 21 minutes for the remainder of the 10 months I’ve been using this app.  For several weeks the sessions started out with the presenters voice sounding like digital noise.  Instead of sessions being “guided” throughout, the sessions include long periods of silence that make me wonder if either I or the presenter fell asleep. It seems like the same things are said over and over with little new information or areas to improve mindfulness.  This app is good, it just needs some work.",3,False,Disappointing,Metawareness,"{'id': 26668030, 'body': ""Thank you for your review; we'll be sure your feedback is heard. If you have any questions, please email our Support Team at help@headspace.com."", 'modified': '2021-12-06T11:59:29Z'}"
