label,app,date,rating,review,uuid
" UI navigation: filled with badges, incentives, difficult to view actual earnings.",acorn,10/19/20224:39:00 PM,2,I like the overall concept but The app annoying andfilled with badges and upsell incentives. It is extremely difficult to navigate your actual current portfolio and earnings.,aeda0293-e680-4095-9f6d-4d81c5684ce9
 UI navigation: difficult notification disable process,acorn,2/27/20223:26:00 PM,2,I stopped thinking when I had to disable notifications because your convoluted interface wouldn’t leave me alone and makes me want to spend as little time as possible using it. Even if that means leaving your service all together.,fa81abe8-e46f-4fe0-9f84-401aedb43726
"high subscription fees: 
earn profit: dividend payouts less than fee
earning information: no clarity on amount spent as fees",acorn,10/13/202311:34:00 PM,3,"Acorns used to be great for a non noticeable investment account, and the cashback earnings WAS awesome. But now the cashback earnings are little to none, and with Acorns automatically increasing their monthly fee from $1 to $3 on some month’s I’m loosing money as my dividend payouts are less than the subscription fee. Also, there is no data showing the total or yearly amount of fees paid to get a better idea of what your actually earning. I’m canceling my subscription to go a different route, hopefully Acorns changes some things in the future.",5a347e79-e8bd-4565-af3a-b42a9d42046f
"suggestions for widget for amount user have: updated automatically periodically
suggestion for deposit cash into ATMs without needing primary checking account outside of Acorn: ",acorn,5/25/20222:53:00 PM,3,"I love Acorns & I’ve been using it with contentment for a while now. I have some ideas/recommendations that seem reasonably simple to engineer and would result in lots of love from the Acorns community!! (By the way I only marked it 3 stars so the devs would see) 1. It would be great if the Widget for Acorns Spend updated every couple of seconds so that users can see how much they have without having to open the app and type in their password. I doubt it would be seen as a privacy violation considering that the only people that it would have an effect on would have previously chosen to have their balance on their Home Screen. 2. I think that if the Acorns GUI was customizable then people could be more conscious of their spending. For example, milestones appear before round ups, which seems counterintuitive considering that people care less about the future (milestones) than the present (roundups / what may be coming out of their bank account in the near future) 3. This one is less achievable and understandably difficult because of the banking infrastructures we have in the US, but it has bugged me a bit and I think it would be a significant improvement to the UX if Acorns users were able to deposit cash into ATMs instead of having to use their primary checking account outside of Acorns to fund their spend/invest/early accounts… this would give working class users who make a trade-based living and deal primarily with cash more access to investing. It would also provide older people with the ability to invest their money in a way that they are used to, considering that cash is used far more often by the elderly. This might be considered a stretch but it would also help auto-immune disabled users who aim to make the least amount of physical and potentially dangerous contact with others. Thank you for your already impressive engineering that has helped me save for my college education and one day my children’s. Cole :)",a80623b8-d620-45e4-ac8f-2fa120d7ad0b
dark mode feature request: ,acorn,5/15/20221:19:00 PM,4,Dear acorns complete please introduce a Dark mode feature the white kinda hurts my eyes if the app produces the dark mode feature I’ll rate 5 stars,e51ff51e-c64b-4f5e-8b67-b887fa22cbeb
" buy and hold strategy: happy with this strategy
strategy of investing in diversified indexes: helpful strategy for earning
customization for holdings: lacking in Acorn
roundup features and need for a checking account: helpful for passing investing
touch to pay feature on debit card: missing and request this feature
customer support: prompt with replies and helpful
yield on saving account: low earning through this
checking account with saving goals: missing in Acorn",acorn,5/21/20224:32:00 PM,4,"Acorns is an almost flawless investing app, and I would have given it 5 stars if not for a few minor (but rather inconvenient) issues.
First the good:
If you’re bad at saving money like me, this is the app for you. I have an above average knowledge of stocks and Acorns strategy of investing in diversified indexes is great. The fact that they repeatedly emphasize a buy and hold strategy is great too, and a LOT of my age group in their 20’s and 30’s need to hear this. Time in the market >> timing the market, and Acorns takes advantage of this strategy to a T. While the lack of customization for holdings may be a put off to some, most successful investors have portfolios very similar to Acorns. 

Their checking account is a must have for round ups which are so crucial in passive investing. And their debit card feels nice in your hand and is great to use. I only wish it had a touch to pay feature which is very common on new cards

And their customer service is beyond amazing. Prompt with replies and extremely helpful, they really help set this app apart from others.

Now for the bad:
If there’s any area in which Acorns will lose out to other apps, it’s the lack of a high yield savings account and saving strategies to keep a more liquid portion of your cash saved for more short term expenses. Take betterment for example, and their savings goals, which allows you to save money for a rainy day AND invest. Apps like So-Fi and Digit have similar strategies. I need to have a separate checking account with savings goals in order to maintain rainy day savings that are kept separate from my spending account, since acorns doesn’t offer this. 
Im a firm believer that not every dollar you save should be invested, and instead investors need to have a certain amount of money (6-8 months of living expenses) in liquid to tide over rough spells. If this current bear market thought us anything, it’s the fact that everyone needs a safety buffer. Im surprised Acorns missed this important point. Maybe they overlooked a savings account or maybe they just didn’t feel the need to offer one.
I just do hope they read this and consider adding one so I can make do with one place to store my money and not have to transfer funds separately into Acorns to spend 

Otherwise this is a brilliant app. Keep up the good work.",992b2eea-3af9-410a-afa3-e3818b40109c
"automatic investment diversification:
minimum fee:",acorn,10/20/202212:37:00 AM,5,"The Acorn platform is one that have your mind at peace knowing that your investment have been diversified by the system with only a minimum fee. I can recommend the app to any new investor because it helps you put your feet in the water and not letting you worry about anything behind the scene. Thanks Acorn, this had been one of the best decisions I have made.",625de0a1-abc7-4df1-bcfe-2e166e8c0dc5
"beginner friendly: new to investment
earn profit: require decent money investment to be worthwhile
rewards delivered as promised: ",acorn,2/10/20225:21:00 AM,5,"I’d highly recommend this app to those who are new to investing and/or starting new retirement accounts. I found the cost to be worth it, but keep in mind you need to be putting in a decently significant amount of money for it to be worthwhile, putting in $20 a month when fees are $3 a month won’t get you anywhere. I’d suggest doing roundups and adding a multiplier. Also sometimes the referral bonuses they offered were downright amazing. Eventually I became more experienced with investing and wanted to have more control over investments in a more aggressive portfolio than what acorns offered so I closed my account.",236c3bf2-699d-46ee-b6ae-52d9b664c32f
,acorn,7/7/20235:55:00 AM,5,"I think this the best opportunity to pay my school 
Let see I think is the best decision",6b224251-45d0-4485-bf47-e347fcda9ed1
spare change and fixed contributions:,acorn,1/3/20233:36:00 PM,5,It’s good knowing I’m putting spare change and fixed contributions to work instead of just having my 401k be my only active investment strategy.,e34d6aeb-1f7b-48a0-8b07-5b9822151c34
,acorn,4/27/202311:51:00 AM,5,"No brainer, great way to invest on money you won’t even miss… Just get Acorn and let it do your magic and you will see you money grow…",6a8e1408-2f7f-4937-88c6-ec714e65e743
"earn profit: 
easy transactions: withdraw
simplified investment process: ",acorn,1/16/20223:46:00 PM,5,"Easy to use and I’m seeing great returns.Make setting straight forward: easy to change investment amount weekly, easy to withdraw, and simplified the need to do research with there three types of investment categories. I’ve been using for almost a year and have seen my overall investment return of 9%.",2d1c27b6-fb68-4d53-ae6b-f781a16d8af3
cluttered interface:,calm,7/30/20237:22:00 AM,1,"I get it, you need to make money, but the user interface is so full of stuff that using the app doesn’t really make me feel good, just like a potential buyer for a large corporation, it doesn’t really help me destress because of this",881fc3de-3199-402e-8044-271a02279262
" cluttered interface: navigate through long list of narrators, search my profile to find the favorites",calm,11/25/20219:31:00 AM,1,"You know there’s a problem when the in-app FAQ about the new interface includes the question “how do I cancel my subscription?”

This app used to be simple and great, but the latest interface (purportedly “making it easier”) lost all my previous favs. I had to scroll thru a long list “by narrator” just to re-fav them, and then search my profile to find the favs. All this when I just wanted to tap *one button* and fall asleep. 

The Daily Calm, Daily Trip and other content are good, but the cluttered interface seems intent on promoting high dollar narrators and authors. 

I use Calm to get away from mental clutter and marketing. Please try to think of how the users are *feeling* when they open this app at the beginning or end of a long hard day.",a43565e9-07f7-482a-abb6-51bdfadd00a6
"expensive subscription fees:
content locked behind subscription: no free content",calm,4/15/20225:52:00 AM,1,"This app is for anxiety and to help people who have trouble falling asleep and I can’t believe that an app that is supposed to help with things like that that people can’t control makes you pay $70 a year you might think that these people would be generous and let you at least have a few things unlocked but no literally every single thing is locked and you can’t use it unless you have the stupid extremely expensive subscription again this is especially insane because this is an app for people who have trouble falling asleep or anxiety and you make them pay for something they can’t control I feel like this app should be free or at least make it a $10 app because this is insane how much money you want people to pay so they can have better control on something that’s really hard for them to handle what you’re doing is greedy, selfish, and rude I honestly don’t know why there are so many good reviews about this because you literally cannot use anything without the expensive subscription other people might have enough money to pay for something like this but I definitely don’t have enough money to pay for something this expensive",3d4055bd-6ebf-4d6f-a6b2-7bccf18c579a
" trial period turned to paid subscription: when forgot to cancel
content locked behind subscription: 
navigate to free breathing circle feature: 

",calm,7/30/202312:45:00 PM,1,"The free breathing circle is now hard to find and all you see is paid content you have to pay to unlock. Then they have a trial period that moths into a paid subscription plan when you forget to cancel, thus getting the company your hard earned money just for forgetting like mst people do. There’s a way to balance free content and paid content and be profitable but either this business is un-informed on this method or they chose to go with a more aggressive and grimier business tactic.",50444b1a-a470-471a-b4ee-dfa17cd79b71
 content locked behind subscription,calm,3/19/20224:48:00 AM,2,Big issue nothing is free u need a credit card just to try the free trial and like everything is lock it looks interesting but I can't use nothing unfortunately,d74adee0-76a8-43ad-9cce-9d5ad8006b19
content locked behind subscription:,calm,8/30/20235:54:00 AM,2,I've been usinging this app for 12 days not and it's hard to find something that does not use premium I use this app for sleep because I have trouble sleeping because of scary thoughts and it's all premium I will admit this app is good but I can't find any sleep stories that don't require premium,837acb91-c727-4ebe-85e0-d042b7f4a5e6
 content locked behind subscription: no free content,calm,4/3/202311:06:00 PM,3,When I first downloaded this app I thought that it was going to help me and that I would have many options but the force to pay a lot of money for the premium and almost everything is locked unless you get the premium,4757b500-4b18-452e-b303-a9d167228ec2
 cluttered interface: unorganized catalogues,calm,5/9/20234:59:00 AM,3,"Amazing app with good content BUT each section is poorly catalogued. Within each category of content, things are not organized in an approachable manner. Content in each section seems to be listed by release date, NOT length, subject matter, or course. I wish for example, when looking through the “Anxiety” category under “Meditations”, I did not have to scroll through two dozen 2-3 minute long random items, before finding the more popular offerings. Doesn’t seem like a customer-focused way of presenting items, rather just a hap-hazard jumble of whatever their system happens to push into each category.",d9d278c2-6300-4200-ab9d-1a76f304afeb
" premium story: unsatisfied with story feature
ASMR tester content: lacking in app",calm,1/15/20235:58:00 AM,3,It’s kinda annoying that there’s only story’s like I wish there was some asmr like a little tester for 10 minutes and if the asmr is good I would buy the premium but all they have now for premium is story’s and for that price I’ll just stick to the sounds,97098fb7-2a95-4c2c-95fc-cf3f6efe6ab7
" stories feature: soothing background music, narrator voices, famous celebrities as narrators, wished for longer hour stories",calm,11/26/202210:40:00 PM,4,"I love most of the stories! The narrator's
have very SOOTHING AND MYSTICAL
VOICES!!Some of the stories also have very soothing mystical background ….(some musical and some sounds of nature) I would love for the volume to be elevated because they add to the soothing effects of the stories!! I was so IMPRESSED with Glacier Express that I am SERIOUSLY thinking about visiting The Swiss Alps!! I thought I would have liked A Very Sleepy Burns Night Dennis Lawson …..has a very soothing voice but he recited the poetry using a VERY HEAVY SCOTTISH ACCENT with singsong tempo that I found RATHER ANNOYING!!
I also wish you could add more hour long stories when I am having a real hard time falling asleep! 💤 
A reviewer complained about famous celebrities narrating the stories which really didn’t bother me though I prefer lesser known ones to narrate!! I was Exceptionally impressed that pop singer Shawn Mendescould narrate a sleep story with such VERVE AND EMOTION
MattMcConaghy did a decent read and Morgan Freeman is the KING 👑 of spoken word!!
Overall I amIMPRESSED with Calm and would HIGHLY RECOMMEND!!",431227cb-7e74-4d8f-a812-433afc709de3
 ASMR nature session like feature: missing in app,calm,2/2/20223:35:00 AM,4,"I’m feel like there could be an entire asmr nature session like a hike through different terrains and different weathers like snow but the footsteps would be a big part of the experience. Idk, I already expected them to have it so I thought it was weird that it doesn’t exist on this platform. But overall very nice experience with the app.",dd4add3b-6af0-4a8b-96c6-b2f61d4700d3
 content locked behind subscription,calm,1/11/20232:07:00 PM,4,Some people don’t want to pay but wanna finish a session for example… I wanna finish the Lebron James session but there all locked it makes me a little upset!,3860f832-b473-4bcc-9575-bd54b69bfbcd
content from diverse people:,calm,3/8/20228:44:00 PM,4,"Thank you for creating a space populated with content produced and presented by such a diverse group of people! Especially happy to see Lama Rod Owens on hereI already follow his work, and seeing him on this platform made me feel this is legit, not just another pseudo-spiritual commodity. ❤️",8def59df-ae8c-4544-bcc3-c8ff66347214
" expensive subscription fees: shocking at first
soundscapes and music: including background noise helping out the user
sleep stories: entertaining experience",calm,12/20/20224:02:00 AM,5,"When I first discovered Calm, I was a little shocked by the price of the premium subscription(thankfully my mom took care of that). The different soundscapes and music has really helped me out when I’m on a trip somewhere and need some background noise for wherever I’m staying. The different Sleep Stories are also quite entertaining and I fall asleep in minutes. My personal favorite Sleep Stories are: “The Glacier Express”, “South Africa’s Blue Train”, “History of The Transformers”( big science fiction fan btw), “An Australian Adventure” (RIP Steve), and “Sacred New Zealand” (quite fond of LEGO’s Bionicle franchise). BTW Tamara Levitt, if you’re reading this, I just want you to know that I really love your app!",d0786359-addc-41a1-8602-afba0654d758
helpful for stress and sleep relief:,calm,6/27/20228:33:00 AM,5,So I’ve been stressing out about all the tiny ln life but calm wow it really helped I forgave myself others and sleeping amazing really Ikept telling myself you never you can’t why did you but this is so refreshing you can just reset and rejuvenate I can’t rate it high enough but my score would be 1000\100 but please try it’s been so helpful,153bfdbd-8524-4c80-bd4a-99a10728fe88
helpful experience:,calm,11/2/20222:27:00 AM,5,This App Calm really helps and I was just playing subway surfers and then an app comes up and it was about Calm and I was like wow I am really intrigued by this I’m gonna get this app and try it out even though that I haven’t started paying for premium yet I actually really like it and I’m considering paying premium for it I think that you guys should definitely get it and it’s worth it!!!,c4804b84-47e3-4174-a8df-f82679d3e995
stability issue on different devices: ,calm,8/28/20225:35:00 AM,5,"As title states, instantly crashes right after I open the app on my brand new iPhone 12 Pro Max.",003c4840-cbea-48da-84ab-7023892bfa79
,calm,2/12/20221:13:00 AM,5,I have been using calm on and off for over 5 years and have seen the growth of a simple app to Master classes well done I look forward to seeing more innovations,8a2dcee7-ea54-4a38-8df1-cc274e49631f
helpful for stress and sleep relief:,calm,2/1/20223:41:00 AM,5,I like calm because it really helps me relax and it made me actually start to do naps again and I’ve felt way better so thank you calm for making me relaxed and you have helped with my anxiety.,2889a6ca-ca58-43bc-b49d-7a31327f27ea
content locked behind subscription:,calm,7/4/20224:06:00 AM,5,I love this app and I am so thank to have it one little thing though can you please make EVERYTHING FREE please cause my mom doesn’t want to spend that much money on stuff like this and I agree with her on that also can you make sure to read my review please. Thank you 🙏 so sorry for taking a few minutes of your time 😇,7fd41592-6e5f-403e-9641-623ace5dde3f
helpful for stress and sleep relief:,calm,4/10/20234:27:00 AM,5,"Calm has helped me so much, wether it was going to sleep or coming down from a panic attack, Calm was an easy accesible resource.",d80dabda-c9fe-420a-88d8-c58ad49c7c5f
 music and meditation: helpful,calm,4/10/20221:12:00 AM,5,"So imma keep thhis short and simple, calm is an amazing app there’s good music good meditation thingies it’s just a really good app overall, my personal favorite song to fall asleep to is circles by post Malone",6e93f609-e653-42d4-8221-b95d04252483
daily meditation feature:,calm,2/28/20231:12:00 PM,5,"I use several meditation apps and have enjoyed many meditation teachers over a few years, and Jeff Warren’s daily meditation is fast becoming my favorite morning meditation.",4d0e0c3b-70fa-4055-98a5-1ef44bb57f0e
" deep breath reminder: helpful experience
long hour sleep stories: helpful experience
mid-day meditation: helpful experience
ambient nature sounds: helpful experience",calm,11/27/20227:38:00 PM,5,From opening the app and reminding me to take a deep breath to 8-hour long sleep stories for those insomniac nights or even a short mid-day meditation there’s something for everyone including ambient nature sounds if that’s your thing. I tried other apps but they didn’t have what I was looking for and came back to Calm!,c2697620-46aa-4182-963a-2791afc3d3fd
" real human voices and storytelling techniques: narrator related, helpful experiences
therapy music and ambient soundscapes: helpful experiences
morning meditations: helpful experiences",calm,2/16/20223:11:00 PM,5,"The Calm app is revolutionary. It combines a range of real human voices and storytelling techniques with cutting edge sonic therapy using music and incredibly immersive ambient soundscapes that truly shine when you pair them with good noise canceling headphones by Bose or similar brands. I was diagnosed with Level 1 bipolar disorder as an adult and needed very expensive medical care that fortunately was largely covered by my wonderful health care provider, Kaiser Permanentewho also provided me access to the Calm app. Since listening regularly to morning meditations by Tamara Levitt and her colleagues, along with outdoor exercise, a ketogenic diet, and limited medication, my mental clarity not only has returned to “normal” but actually has become optimized to a state I never experienced before. It’s like that great Bradley Cooper movie, Limitless. Except it’s better because this is real.",895e5246-f52b-403b-a50a-3f197645cb25
"sleep relief : 
helpful during pandemic: ",calm,3/22/202310:26:00 AM,5,"This app has helped me mentally get through the pandemic, leave my last job, survive the transition to my new job (3 month gap of only ridesharing) and improved my sleep patterns.

I wake up with calm, I go to sleep with calm, and when life is just too much and I need space to breathe….calm app helps me find it. 

Thank you to the calm app people for creating this wonderful tool.",20a6997a-d59b-411b-b831-05441fea3674
sleep relief:,calm,7/11/202211:46:00 PM,5,It all started when my brother had thrown up and my mom put this app on my iPad for some reason I thought it was dumb and stupid but then I listen to Siena the sloth and I started loving it I literally fell asleep it was so calming so then I started using it when I got mad and couldn’t calm down that easily and now I basically use it every day so thank you for creating this app,485318b7-2222-4ba9-aca9-4bacea328f89
sleep relief:,calm,1/26/20233:12:00 AM,5,Calm is great for kids it helps all of the kids in my big fam of 6 they love it and listen to it till midnight when all of our devices go on full lockdown but calm is nice the only recommended thing from me is you should add something unique not one other bedtime app has,6f1b9781-532f-48e8-8733-c34a990a3c24
